ANOV Issue Date ,Street No ,Street Direction ,Street Name ,City,State,ANOV Number ,Violation Description ,Age ,Street Address
26-Jan-17,11XX ,S ,CALIFORNIA ,Chicago,Illinois,P004962469 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,11XX  S  CALIFORNIA 
26-Jan-17,12XX ,N ,CAMPBELL ,Chicago,Illinois,P004788433 ,9-52-010 Rights and duties. ,18,12XX  N  CAMPBELL 
26-Jan-17,36XX ,W ,16TH ST ,Chicago,Illinois,P005109606 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,36XX  W  16TH ST 
26-Jan-17,37XX ,N ,CICERO ,Chicago,Illinois,P005038926 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,19,37XX  N  CICERO 
26-Jan-17,3XX ,S ,CICERO ,Chicago,Illinois,P005179479 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,3XX  S  CICERO 
26-Jan-17,4XX ,W ,BELMONT ,Chicago,Illinois,P005159040 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,4XX  W  BELMONT 
26-Jan-17,9XX ,E ,63RD ST ,Chicago,Illinois,P005159321 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,64,9XX  E  63RD ST 
26-Jan-17,XX ,S ,LARAMIE ,Chicago,Illinois,P005100068 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,XX  S  LARAMIE 
27-Jan-17,15XX ,S ,CHRISTIANA ,Chicago,Illinois,P005108887 ,9-52-080 Headlamps ,60,15XX  S  CHRISTIANA 
27-Jan-17,15XX ,W ,90TH ST ,Chicago,Illinois,P005144890 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,15XX  W  90TH ST 
27-Jan-17,19XX ,N ,KEELER ,Chicago,Illinois,P005054871 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,19XX  N  KEELER 
27-Jan-17,1XX ,,UNKNOWN ,Chicago,Illinois,P004604068 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,1XX   UNKNOWN 
27-Jan-17,36XX ,W ,CHICAGO AVE ,Chicago,Illinois,P005090106 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,36XX  W  CHICAGO AVE 
27-Jan-17,3XX ,W ,79TH ST ,Chicago,Illinois,P005104911 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,3XX  W  79TH ST 
27-Jan-17,48XX ,W ,POTOMAC ,Chicago,Illinois,P005039492 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,48XX  W  POTOMAC 
27-Jan-17,49XX ,S ,KING DR ,Chicago,Illinois,P005200749 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,49XX  S  KING DR 
27-Jan-17,77XX ,S ,CALUMET ,Chicago,Illinois,P005067149 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,77XX  S  CALUMET 
27-Jan-17,79XX ,S ,VINCENNES ,Chicago,Illinois,P005067151 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,79XX  S  VINCENNES 
27-Jan-17,85XX ,S ,ABERDEEN ST ,Chicago,Illinois,P005006384 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,85XX  S  ABERDEEN ST 
27-Jan-17,87XX ,S ,MARTIN L KING DR ,Chicago,Illinois,P005067150 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,65,87XX  S  MARTIN L KING DR 
28-Jan-17,11XX ,N ,CLARK ST ,Chicago,Illinois,P005038166 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,11XX  N  CLARK ST 
28-Jan-17,15XX ,N ,CALIFORNIA ,Chicago,Illinois,P005053740 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,15XX  N  CALIFORNIA 
28-Jan-17,18XX ,W ,HONORE ,Chicago,Illinois,P005070034 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,60,18XX  W  HONORE 
28-Jan-17,1XX ,E ,79TH ST ,Chicago,Illinois,P005035945 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,1XX  E  79TH ST 
28-Jan-17,1XX ,,UNKNOWN ,Chicago,Illinois,P005028878 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,1XX   UNKNOWN 
28-Jan-17,25XX ,S ,CHRISTIANA ,Chicago,Illinois,P005109622 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,25XX  S  CHRISTIANA 
28-Jan-17,27XX ,S ,TROY ,Chicago,Illinois,P005109569 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,27XX  S  TROY 
28-Jan-17,27XX ,S ,TROY ,Chicago,Illinois,P005109570 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,27XX  S  TROY 
28-Jan-17,27XX ,S ,TROY ,Chicago,Illinois,P005109623 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,27XX  S  TROY 
28-Jan-17,27XX ,S ,TROY ST ,Chicago,Illinois,P005109571 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,27XX  S  TROY ST 
28-Jan-17,32XX ,W ,26TH ST ,Chicago,Illinois,P005109621 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,75,32XX  W  26TH ST 
28-Jan-17,39XX ,W ,JACKSON ,Chicago,Illinois,P004961886 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,39XX  W  JACKSON 
28-Jan-17,3XX ,N ,LONG ,Chicago,Illinois,P005054082 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,3XX  N  LONG 
28-Jan-17,41XX ,S ,ALBANY ,Chicago,Illinois,P005009000 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,41XX  S  ALBANY 
28-Jan-17,43XX ,S ,KING DR ,Chicago,Illinois,P005200751 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,43XX  S  KING DR 
28-Jan-17,49XX ,S ,WABASH ,Chicago,Illinois,P005201198 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,49XX  S  WABASH 
28-Jan-17,6XX ,N ,LARAMIE ,Chicago,Illinois,P005054083 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,6XX  N  LARAMIE 
28-Jan-17,80XX ,S ,HALSTED ,Chicago,Illinois,P005028877 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,36,80XX  S  HALSTED 
28-Jan-17,8XX ,E ,79TH ST ,Chicago,Illinois,P005067154 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,8XX  E  79TH ST 
28-Jan-17,91XX ,S ,ASHLAND ,Chicago,Illinois,P005144891 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,91XX  S  ASHLAND 
28-Jan-17,XX ,E ,OHIO ST ,Chicago,Illinois,P005117064 ,9-52-050 Riding in single file required--Exceptions. ,22,XX  E  OHIO ST 
29-Jan-17,1XX ,N ,CENTRAL ,Chicago,Illinois,P005100041 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,1XX  N  CENTRAL 
29-Jan-17,1XX ,N ,CENTRAL ,Chicago,Illinois,P005100042 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,61,1XX  N  CENTRAL 
29-Jan-17,2XX ,N ,CICERO ,Chicago,Illinois,P005099526 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,42,2XX  N  CICERO 
29-Jan-17,54XX ,S ,KEDZIE ,Chicago,Illinois,P005157258 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,54XX  S  KEDZIE 
29-Jan-17,72XX ,W ,77TH ST ,Chicago,Illinois,P005028881 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,72XX  W  77TH ST 
29-Jan-17,76XX ,S ,HALSTED ST ,Chicago,Illinois,P005028880 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,76XX  S  HALSTED ST 
29-Jan-17,8XX ,E ,79TH ST ,Chicago,Illinois,P005028487 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,8XX  E  79TH ST 
29-Jan-17,9XX ,N ,PULASKI ,Chicago,Illinois,P004834306 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,9XX  N  PULASKI 
30-Jan-17,1XX ,S ,CICERO ,Chicago,Illinois,P005100043 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,1XX  S  CICERO 
30-Jan-17,2XX ,S ,OAKLEY ,Chicago,Illinois,P003984838 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,2XX  S  OAKLEY 
30-Jan-17,5XX ,E ,63RD ST ,Chicago,Illinois,P005200209 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,5XX  E  63RD ST 
30-Jan-17,78XX ,S ,HALSTED ,Chicago,Illinois,P005027910 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,78XX  S  HALSTED 
31-Jan-17,100XX ,S ,MICHIGAN ,Chicago,Illinois,P005244891 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,100XX  S  MICHIGAN 
31-Jan-17,11XX ,E ,93RD ST ,Chicago,Illinois,P005159746 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,11XX  E  93RD ST 
31-Jan-17,12XX ,N ,CENTRAL ,Chicago,Illinois,P005054258 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,12XX  N  CENTRAL 
31-Jan-17,14XX ,N ,PULASKI ,Chicago,Illinois,P005039493 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,14XX  N  PULASKI 
31-Jan-17,25XX ,N ,KOSTNER ,Chicago,Illinois,P005038980 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,25XX  N  KOSTNER 
31-Jan-17,3XX ,N ,LARAMIE ,Chicago,Illinois,P005100044 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,25,3XX  N  LARAMIE 
31-Jan-17,43XX ,W ,103RD ST ,Chicago,Illinois,P005244386 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,43XX  W  103RD ST 
31-Jan-17,45XX ,N ,CLARK ST ,Chicago,Illinois,P005120572 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,45XX  N  CLARK ST 
31-Jan-17,47XX ,S ,COTTAGE GROVE ,Chicago,Illinois,P005200723 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,47XX  S  COTTAGE GROVE 
31-Jan-17,4XX ,E ,63RD ,Chicago,Illinois,P005157821 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,4XX  E  63RD 
31-Jan-17,5XX ,E ,47TH ST ,Chicago,Illinois,P005182292 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,5XX  E  47TH ST 
31-Jan-17,7XX ,N ,WALLER ,Chicago,Illinois,P005100045 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,7XX  N  WALLER 
31-Jan-17,82XX ,S ,COTTAGE GR ,Chicago,Illinois,P005028309 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,82XX  S  COTTAGE GR 
1-Feb-17,14XX ,N ,ASHLAND ,Chicago,Illinois,P004834532 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,14XX  N  ASHLAND 
1-Feb-17,17XX ,E ,67TH ST ,Chicago,Illinois,P005183088 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,69,17XX  E  67TH ST 
1-Feb-17,18XX ,W ,69TH ST ,Chicago,Illinois,P005050366 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,18XX  W  69TH ST 
1-Feb-17,20XX ,E ,67TH ST ,Chicago,Illinois,P005183087 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,20XX  E  67TH ST 
1-Feb-17,20XX ,W ,HOWARD ST ,Chicago,Illinois,P004939933 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,20XX  W  HOWARD ST 
1-Feb-17,28XX ,E ,79TH ST ,Chicago,Illinois,P005159452 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,28XX  E  79TH ST 
1-Feb-17,2XX ,W ,73RD ST ,Chicago,Illinois,P005244366 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,2XX  W  73RD ST 
1-Feb-17,3XX ,N ,DEARBORN ,Chicago,Illinois,P005216018 ,9-52-080 Headlamps ,40,3XX  N  DEARBORN 
1-Feb-17,48XX ,N ,BROADWAY ,Chicago,Illinois,P005052402 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,27,48XX  N  BROADWAY 
1-Feb-17,61XX ,S ,HALSTED ,Chicago,Illinois,P005244337 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,61XX  S  HALSTED 
1-Feb-17,63XX ,S ,MORGAN ,Chicago,Illinois,P005244981 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,63XX  S  MORGAN 
1-Feb-17,67XX ,S ,JEFFERY BLVD ,Chicago,Illinois,P005183086 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,67XX  S  JEFFERY BLVD 
1-Feb-17,68XX ,S ,STONY ISLAND ,Chicago,Illinois,P005183085 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,60,68XX  S  STONY ISLAND 
1-Feb-17,9XX ,S ,CALIFORNIA ,Chicago,Illinois,P004962471 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,9XX  S  CALIFORNIA 
2-Feb-17,105XX ,S ,MICHIGAN ,Chicago,Illinois,P004928736 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,105XX  S  MICHIGAN 
2-Feb-17,131XX ,S ,EXCHANGE ,Chicago,Illinois,P005159641 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,22,131XX  S  EXCHANGE 
2-Feb-17,14XX ,W ,ROSCOE ,Chicago,Illinois,P005158745 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,14XX  W  ROSCOE 
2-Feb-17,1XX ,E ,47TH ST ,Chicago,Illinois,P005181394 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,23,1XX  E  47TH ST 
2-Feb-17,38XX ,W ,ROOSEVELT ,Chicago,Illinois,P005083999 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,24,38XX  W  ROOSEVELT 
2-Feb-17,39XX ,W ,JACKSON ,Chicago,Illinois,P005066894 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,71,39XX  W  JACKSON 
2-Feb-17,69XX ,S ,STONY ISLAND ,Chicago,Illinois,P005183089 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,69XX  S  STONY ISLAND 
3-Feb-17,118XX ,S ,MICHIGAN ,Chicago,Illinois,P005070497 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,118XX  S  MICHIGAN 
3-Feb-17,11XX ,S ,HARDING ,Chicago,Illinois,P005052821 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,11XX  S  HARDING 
3-Feb-17,20XX ,W ,79TH ST ,Chicago,Illinois,P005028488 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,20XX  W  79TH ST 
3-Feb-17,21XX ,W ,87TH ST ,Chicago,Illinois,P005006911 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,52,21XX  W  87TH ST 
3-Feb-17,35XX ,W ,59TH ST ,Chicago,Illinois,P005047825 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,35XX  W  59TH ST 
3-Feb-17,37XX ,W ,ROOSEVELT ,Chicago,Illinois,P005028882 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,37XX  W  ROOSEVELT 
3-Feb-17,38XX ,W ,ROOSEVELT RD ,Chicago,Illinois,P005109771 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,38XX  W  ROOSEVELT RD 
3-Feb-17,41XX ,W ,26TH ST ,Chicago,Illinois,P005028883 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,41XX  W  26TH ST 
3-Feb-17,50XX ,N ,SHERIDAN RD ,Chicago,Illinois,P005052332 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,50XX  N  SHERIDAN RD 
3-Feb-17,55XX ,W ,MADISON ,Chicago,Illinois,P005040151 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,55XX  W  MADISON 
3-Feb-17,61XX ,S ,WESTERN ,Chicago,Illinois,P005047826 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,61XX  S  WESTERN 
3-Feb-17,73XX ,S ,HALSTED ST ,Chicago,Illinois,P005244387 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,73XX  S  HALSTED ST 
4-Feb-17,1XX ,S ,LARAMIE ,Chicago,Illinois,P005099616 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,1XX  S  LARAMIE 
4-Feb-17,27XX ,W ,55TH ST ,Chicago,Illinois,P005047828 ,9-52-080 Headlamps ,60,27XX  W  55TH ST 
4-Feb-17,38XX ,W ,CHICAGO ,Chicago,Illinois,P004964262 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,60,38XX  W  CHICAGO 
4-Feb-17,39XX ,W ,MADISON ST ,Chicago,Illinois,P004962573 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,39XX  W  MADISON ST 
4-Feb-17,3XX ,S ,KOSTNER ,Chicago,Illinois,P005066897 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,3XX  S  KOSTNER 
4-Feb-17,42XX ,W ,ROOSEVELT ,Chicago,Illinois,P005132661 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,42XX  W  ROOSEVELT 
4-Feb-17,43XX ,W ,MADISON ST ,Chicago,Illinois,P005005158 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,28,43XX  W  MADISON ST 
4-Feb-17,54XX ,S ,KEDZIE ,Chicago,Illinois,P005047829 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,44,54XX  S  KEDZIE 
4-Feb-17,61XX ,S ,WESTERN ,Chicago,Illinois,P005047827 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,45,61XX  S  WESTERN 
4-Feb-17,79XX ,S ,CHAMPLAIN ST ,Chicago,Illinois,P005058774 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,79XX  S  CHAMPLAIN ST 
4-Feb-17,8XX ,E ,79TH ,Chicago,Illinois,P005058772 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,33,8XX  E  79TH 
4-Feb-17,8XX ,W ,79TH ST ,Chicago,Illinois,P005028491 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,8XX  W  79TH ST 
5-Feb-17,106XX ,S ,STATE ,Chicago,Illinois,P005034433 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,106XX  S  STATE 
5-Feb-17,11XX ,N ,CLARK ST ,Chicago,Illinois,P005165275 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,11XX  N  CLARK ST 
5-Feb-17,13XX ,W ,69TH ST ,Chicago,Illinois,P005244341 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,13XX  W  69TH ST 
5-Feb-17,23XX ,E ,79TH ST ,Chicago,Illinois,P005159656 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,23XX  E  79TH ST 
5-Feb-17,31XX ,W ,24TH ST ,Chicago,Illinois,P005109307 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,31XX  W  24TH ST 
5-Feb-17,36XX ,W ,CHICAGO ,Chicago,Illinois,P004962419 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,36XX  W  CHICAGO 
5-Feb-17,47XX ,S ,DAMEN ,Chicago,Illinois,P004782883 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,39,47XX  S  DAMEN 
5-Feb-17,48XX ,S ,ASHLAND ,Chicago,Illinois,P004782884 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,48XX  S  ASHLAND 
5-Feb-17,59XX ,W ,MADISON ,Chicago,Illinois,P005100009 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,59XX  W  MADISON 
6-Feb-17,103XX ,S ,MICHIGAN ,Chicago,Illinois,P005070636 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,103XX  S  MICHIGAN 
6-Feb-17,26XX ,W ,59TH ST ,Chicago,Illinois,P005170837 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,55,26XX  W  59TH ST 
6-Feb-17,28XX ,W ,CERMAK RD ,Chicago,Illinois,P005109817 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,40,28XX  W  CERMAK RD 
6-Feb-17,39XX ,W ,CORTLAND ,Chicago,Illinois,P005054260 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,39XX  W  CORTLAND 
6-Feb-17,45XX ,S ,STATE ST ,Chicago,Illinois,P005200753 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,45XX  S  STATE ST 
6-Feb-17,45XX ,S ,WESTERN ,Chicago,Illinois,P005065206 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,45XX  S  WESTERN 
6-Feb-17,56XX ,W ,CORCORAN ,Chicago,Illinois,P005099515 ,9-52-010 Rights and duties. ,32,56XX  W  CORCORAN 
6-Feb-17,56XX ,W ,CORCORAN ,Chicago,Illinois,P005099516 ,9-52-010 Rights and duties. ,49,56XX  W  CORCORAN 
6-Feb-17,9XX ,E ,63RD ST ,Chicago,Illinois,P005144691 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,9XX  E  63RD ST 
6-Feb-17,XX ,E ,36TH PL ,Chicago,Illinois,P005200752 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,XX  E  36TH PL 
7-Feb-17,11XX ,W ,WILSON ,Chicago,Illinois,P005159053 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,41,11XX  W  WILSON 
7-Feb-17,12XX ,W ,WILSON ,Chicago,Illinois,P005120573 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,12XX  W  WILSON 
7-Feb-17,27XX ,W ,MADISON ,Chicago,Illinois,P005065208 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,27XX  W  MADISON 
7-Feb-17,42XX ,N ,WESTERN ,Chicago,Illinois,P004799935 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,32,42XX  N  WESTERN 
7-Feb-17,45XX ,N ,BROADWAY ,Chicago,Illinois,P005139859 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,45XX  N  BROADWAY 
7-Feb-17,52XX ,W ,ADDISON ST ,Chicago,Illinois,P004955177 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,52XX  W  ADDISON ST 
7-Feb-17,54XX ,S ,HALSTED ,Chicago,Illinois,P005157455 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,58,54XX  S  HALSTED 
7-Feb-17,55XX ,W ,CHICAGO ,Chicago,Illinois,P005100047 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,50,55XX  W  CHICAGO 
7-Feb-17,56XX ,N ,CLARK ,Chicago,Illinois,P004799934 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,34,56XX  N  CLARK 
7-Feb-17,76XX ,N ,PAULINA AVE ,Chicago,Illinois,P005119368 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,46,76XX  N  PAULINA AVE 
7-Feb-17,76XX ,S ,MAY ,Chicago,Illinois,P004986665 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,43,76XX  S  MAY 
7-Feb-17,96XX ,S ,COMMERCIAL ,Chicago,Illinois,P005063319 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,42,96XX  S  COMMERCIAL 
7-Feb-17,XX ,N ,MARSHFIELD ,Chicago,Illinois,P005100048 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,49,XX  N  MARSHFIELD 
8-Feb-17,105XX ,S ,WENTWORTH ,Chicago,Illinois,P005070186 ,9-52-080 Headlamps ,56,105XX  S  WENTWORTH 
8-Feb-17,20XX ,W ,69TH ST ,Chicago,Illinois,P005050369 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,26,20XX  W  69TH ST 
8-Feb-17,29XX ,W ,PETERSON AVE ,Chicago,Illinois,P005052468 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,29XX  W  PETERSON AVE 
8-Feb-17,42XX ,S ,KING DR ,Chicago,Illinois,P005200211 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,42XX  S  KING DR 
8-Feb-17,48XX ,N ,SHERIDAN RD ,Chicago,Illinois,P005052334 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,48XX  N  SHERIDAN RD 
8-Feb-17,49XX ,N ,DAMEN ,Chicago,Illinois,P005177621 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,20,49XX  N  DAMEN 
8-Feb-17,55XX ,S ,WASHTENAW ,Chicago,Illinois,P005172489 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,18,55XX  S  WASHTENAW 
8-Feb-17,56XX ,W ,CORCORAN ,Chicago,Illinois,P005099518 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,31,56XX  W  CORCORAN 
8-Feb-17,58XX ,W ,MADISON ,Chicago,Illinois,P005100012 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,57,58XX  W  MADISON 
8-Feb-17,60XX ,S ,MICHIGAN ,Chicago,Illinois,P005157190 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,39,60XX  S  MICHIGAN 
8-Feb-17,70XX ,S ,ROCKWELL ,Chicago,Illinois,P005129355 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,47,70XX  S  ROCKWELL 
8-Feb-17,78XX ,S ,COTTAGE ,Chicago,Illinois,P005244390 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,51,78XX  S  COTTAGE 
9-Feb-17,15XX ,W ,45TH ST ,Chicago,Illinois,P004731698 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,69,15XX  W  45TH ST 
9-Feb-17,23XX ,E ,79TH ST ,Chicago,Illinois,P005079328 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,23XX  E  79TH ST 
9-Feb-17,3XX ,E ,35TH ,Chicago,Illinois,P005182279 ,9-52-010 Rights and duties. ,42,3XX  E  35TH 
9-Feb-17,47XX ,S ,PAULINA ST ,Chicago,Illinois,P004731697 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,48,47XX  S  PAULINA ST 
9-Feb-17,88XX ,S ,COMMERCIAL ,Chicago,Illinois,P005159657 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,53,88XX  S  COMMERCIAL 
10-Feb-17,111XX ,S ,MICHIGAN ,Chicago,Illinois,P004968021 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,38,111XX  S  MICHIGAN 
10-Feb-17,15XX ,N ,HOMAN ,Chicago,Illinois,P005053582 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,54,15XX  N  HOMAN 
10-Feb-17,35XX ,W ,71ST ST ,Chicago,Illinois,P005196981 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,35XX  W  71ST ST 
10-Feb-17,37XX ,W ,NORTH ,Chicago,Illinois,P005054261 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,56,37XX  W  NORTH 
10-Feb-17,43XX ,W ,GRAND ,Chicago,Illinois,P005054998 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,29,43XX  W  GRAND 
10-Feb-17,66XX ,S ,WESTERN ,Chicago,Illinois,P005157824 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,37,66XX  S  WESTERN 
10-Feb-17,7XX ,N ,RIDGEWAY ,Chicago,Illinois,P005132136 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,35,7XX  N  RIDGEWAY 
10-Feb-17,XX ,N ,MAYFIELD ,Chicago,Illinois,P005100049 ,9-52-020 Riding bicycles on sidewalks and certain roadway ,63,XX  N  MAYFIELD 
